Installation,Type,Source,Indicator,Value,Resolution,set,Set
PLANTA PV CERRO DOMINADOR,Raw,ERA5-Land,mbe,-0.047738888888888865,Monthly,all,All
PMGD PICA PILOT,Raw,ERA5-Land,mbe,0.34744166666666665,Monthly,all,All
PUERTO SECO SOLAR,Raw,ERA5-Land,mbe,-0.20625,Monthly,subset_1,S1
PV SALVADOR,Raw,ERA5-Land,mbe,-0.012150980392156865,Monthly,all,All
QUILAPILUN,Raw,ERA5-Land,mbe,0.047463333333333316,Monthly,all,All
SAN FRANCISCO SOLAR,Raw,ERA5-Land,mbe,-0.04931250000000001,Monthly,subset_1,S1
SANTA JULIA,Raw,ERA5-Land,mbe,-0.033600000000000005,Monthly,subset_1,S1
SDGX01,Raw,ERA5-Land,mbe,-0.013080645161290323,Monthly,all,All
SOL DEL NORTE,Raw,ERA5-Land,mbe,-0.02345128205128204,Monthly,subset_2,S2
SOLAR ANTAY,Raw,ERA5-Land,mbe,-0.02050555555555555,Monthly,all,All
SOLAR CHUCHINI,Raw,ERA5-Land,mbe,0.04818,Monthly,subset_1,S1
SOLAR DIEGO DE ALMAGRO,Raw,ERA5-Land,mbe,0.14697142857142856,Monthly,all,All
SOLAR EL AGUILA I,Raw,ERA5-Land,mbe,0.03871111111111111,Monthly,all,All
SOLAR EL ROMERO,Raw,ERA5-Land,mbe,0.12132307692307695,Monthly,all,All
SOLAR ESPERANZA,Raw,ERA5-Land,mbe,0.05572162162162162,Monthly,all,All
SOLAR HORMIGA,Raw,ERA5-Land,mbe,0.08204800000000001,Monthly,all,All
SOLAR JAMA 1,Raw,ERA5-Land,mbe,-0.15743333333333334,Monthly,subset_1,S1
SOLAR JAMA 2,Raw,ERA5-Land,mbe,-0.1074027777777778,Monthly,subset_1,S1
SOLAR JAVIERA,Raw,ERA5-Land,mbe,0.03467916666666667,Monthly,all,All
SOLAR LA SILLA,Raw,ERA5-Land,mbe,-0.03822727272727272,Monthly,all,All
SOLAR LAS TERRAZAS,Raw,ERA5-Land,mbe,0.15300625,Monthly,all,All
SOLAR LLANO DE LLAMPOS,Raw,ERA5-Land,mbe,-0.041470000000000014,Monthly,all,All
SOLAR PSF LOMAS COLORADAS,Raw,ERA5-Land,mbe,0.022016666666666667,Monthly,subset_2,S2
SOLAR SAN ANDRES,Raw,ERA5-Land,mbe,0.09257966101694914,Monthly,all,All
SOLAR SANTA CECILIA,Raw,ERA5-Land,mbe,0.008191228070175442,Monthly,subset_2,S2
SOLAR TECHOS ALTAMIRA,Raw,ERA5-Land,mbe,0.16609259259259254,Monthly,all,All
SPS LA HUAYCA,Raw,ERA5-Land,mbe,0.004311111111111109,Monthly,subset_2,S2
TAMBO REAL,Raw,ERA5-Land,mbe,0.0797105263157895,Monthly,all,All
TILTIL SOLAR,Raw,ERA5-Land,mbe,-0.03724516129032256,Monthly,subset_1,S1
URIBE SOLAR,Raw,ERA5-Land,mbe,-0.16500833333333334,Monthly,subset_1,S1
VALLE DE LA LUNA II,Raw,ERA5-Land,mbe,-0.013312500000000008,Monthly,subset_1,S1
ANDES SOLAR,Raw,ERA5-Land,rmse,0.10784522375012387,Monthly,subset_1,S1
BELLAVISTA,Raw,ERA5-Land,rmse,0.16596440130341206,Monthly,all,All
CARRERA PINTO ETAPA I,Raw,ERA5-Land,rmse,0.18946449214505545,Monthly,all,All
CHANARES,Raw,ERA5-Land,rmse,0.11031569355671003,Monthly,all,All
CONEJO SOLAR,Raw,ERA5-Land,rmse,0.1222588404267765,Monthly,all,All
CORDILLERILLA,Raw,ERA5-Land,rmse,0.10003449789562983,Monthly,all,All
EL DIVISADERO,Raw,ERA5-Land,rmse,0.1525233050108362,Monthly,all,All
FV BOLERO,Raw,ERA5-Land,rmse,0.11621751745600302,Monthly,all,All
LA CHAPEANA,Raw,ERA5-Land,rmse,0.08444286036525922,Monthly,subset_1,S1
LA QUINTA SOLAR,Raw,ERA5-Land,rmse,0.1192567110270948,Monthly,subset_1,S1
LALACKAMA,Raw,ERA5-Land,rmse,0.06897133764591394,Monthly,subset_1,S1
LALACKAMA 2,Raw,ERA5-Land,rmse,0.06778957463040633,Monthly,subset_1,S1
LAS ARAUCARIAS,Raw,ERA5-Land,rmse,0.11861203002506393,Monthly,subset_1,S1
LAS MOLLACAS,Raw,ERA5-Land,rmse,0.05502598628526949,Monthly,subset_2,S2
LAS TURCAS,Raw,ERA5-Land,rmse,0.10188476170000432,Monthly,all,All
LOS PUQUIOS,Raw,ERA5-Land,rmse,0.14512043130907973,Monthly,all,All
LUNA DEL NORTE,Raw,ERA5-Land,rmse,0.03910315844020787,Monthly,subset_2,S2
LUZ DEL NORTE,Raw,ERA5-Land,rmse,0.1616940924551164,Monthly,all,All
MARIA ELENA FV,Raw,ERA5-Land,rmse,0.12615400200636612,Monthly,subset_1,S1
PAMPA SOLAR NORTE,Raw,ERA5-Land,rmse,0.13461154788326826,Monthly,all,All
PARQUE SOLAR CUZ CUZ,Raw,ERA5-Land,rmse,0.08331775321022526,Monthly,all,All
PARQUE SOLAR FINIS TERRAE,Raw,ERA5-Land,rmse,0.1472661309783527,Monthly,all,All
PARQUE SOLAR PAMPA CAMARONES,Raw,ERA5-Land,rmse,0.11035392777332396,Monthly,all,All
PFV LAGUNILLA,Raw,ERA5-Land,rmse,0.11668525883602275,Monthly,all,All
PFV LOS LOROS,Raw,ERA5-Land,rmse,0.10410529254309728,Monthly,all,All
PILOTO SOLAR CARDONES,Raw,ERA5-Land,rmse,0.2435896478131596,Monthly,subset_1,S1
PLANTA PV CERRO DOMINADOR,Raw,ERA5-Land,rmse,0.1788625341179955,Monthly,all,All
PMGD PICA PILOT,Raw,ERA5-Land,rmse,0.3624538913204455,Monthly,all,All
PUERTO SECO SOLAR,Raw,ERA5-Land,rmse,0.22010877235282256,Monthly,subset_1,S1
PV SALVADOR,Raw,ERA5-Land,rmse,0.11792514990616786,Monthly,all,All
QUILAPILUN,Raw,ERA5-Land,rmse,0.14919358230165264,Monthly,all,All
SAN FRANCISCO SOLAR,Raw,ERA5-Land,rmse,0.11424519683557817,Monthly,subset_1,S1
SANTA JULIA,Raw,ERA5-Land,rmse,0.10018464203659164,Monthly,subset_1,S1
SDGX01,Raw,ERA5-Land,rmse,0.06047490281900205,Monthly,all,All
SOL DEL NORTE,Raw,ERA5-Land,rmse,0.04166505022505565,Monthly,subset_2,S2
SOLAR ANTAY,Raw,ERA5-Land,rmse,0.11779303176900295,Monthly,all,All
SOLAR CHUCHINI,Raw,ERA5-Land,rmse,0.06497260448322302,Monthly,subset_1,S1
SOLAR DIEGO DE ALMAGRO,Raw,ERA5-Land,rmse,0.193794170080379,Monthly,all,All
SOLAR EL AGUILA I,Raw,ERA5-Land,rmse,0.105378284185015,Monthly,all,All
SOLAR EL ROMERO,Raw,ERA5-Land,rmse,0.15363494944936096,Monthly,all,All
SOLAR ESPERANZA,Raw,ERA5-Land,rmse,0.07981789916445453,Monthly,all,All
SOLAR HORMIGA,Raw,ERA5-Land,rmse,0.14259503217153113,Monthly,all,All
SOLAR JAMA 1,Raw,ERA5-Land,rmse,0.17418783603404178,Monthly,subset_1,S1
SOLAR JAMA 2,Raw,ERA5-Land,rmse,0.13603711401264318,Monthly,subset_1,S1
SOLAR JAVIERA,Raw,ERA5-Land,rmse,0.09871379716128843,Monthly,all,All
SOLAR LA SILLA,Raw,ERA5-Land,rmse,0.12739511074772156,Monthly,all,All
SOLAR LAS TERRAZAS,Raw,ERA5-Land,rmse,0.2922499868120898,Monthly,all,All
SOLAR LLANO DE LLAMPOS,Raw,ERA5-Land,rmse,0.10698751484791737,Monthly,all,All
SOLAR PSF LOMAS COLORADAS,Raw,ERA5-Land,rmse,0.03449059721570934,Monthly,subset_2,S2
SOLAR SAN ANDRES,Raw,ERA5-Land,rmse,0.161871085974538,Monthly,all,All
SOLAR SANTA CECILIA,Raw,ERA5-Land,rmse,0.03043272419213217,Monthly,subset_2,S2
SOLAR TECHOS ALTAMIRA,Raw,ERA5-Land,rmse,0.2549833044643424,Monthly,all,All
SPS LA HUAYCA,Raw,ERA5-Land,rmse,0.018883826118901038,Monthly,subset_2,S2
TAMBO REAL,Raw,ERA5-Land,rmse,0.1478915925869173,Monthly,all,All
TILTIL SOLAR,Raw,ERA5-Land,rmse,0.10159864426324317,Monthly,subset_1,S1
URIBE SOLAR,Raw,ERA5-Land,rmse,0.18272155501381512,Monthly,subset_1,S1
VALLE DE LA LUNA II,Raw,ERA5-Land,rmse,0.09768998157436616,Monthly,subset_1,S1
ANDES SOLAR,Raw,Rn,pearson,0.8191197683544145,Hourly,subset_1,S1
BELLAVISTA,Raw,Rn,pearson,0.772401662970448,Hourly,all,All
CARRERA PINTO ETAPA I,Raw,Rn,pearson,0.6271529938725398,Hourly,all,All
CHANARES,Raw,Rn,pearson,0.7510036414004749,Hourly,all,All
CONEJO SOLAR,Raw,Rn,pearson,0.6857293347194905,Hourly,all,All
CORDILLERILLA,Raw,Rn,pearson,0.7547542572986626,Hourly,all,All
EL DIVISADERO,Raw,Rn,pearson,0.7544972385677636,Hourly,all,All
FV BOLERO,Raw,Rn,pearson,0.7939512647864985,Hourly,all,All
LA CHAPEANA,Raw,Rn,pearson,0.7708899453198673,Hourly,subset_1,S1
LA QUINTA SOLAR,Raw,Rn,pearson,0.7722094580247522,Hourly,subset_1,S1
LALACKAMA,Raw,Rn,pearson,0.7033298961914191,Hourly,subset_1,S1
LALACKAMA 2,Raw,Rn,pearson,0.6921129320312801,Hourly,subset_1,S1
LAS ARAUCARIAS,Raw,Rn,pearson,0.8150534968761524,Hourly,subset_1,S1
LAS MOLLACAS,Raw,Rn,pearson,0.8575728158119202,Hourly,subset_2,S2
LAS TURCAS,Raw,Rn,pearson,0.7425127484820007,Hourly,all,All
LOS PUQUIOS,Raw,Rn,pearson,0.8446916573243722,Hourly,all,All
LUNA DEL NORTE,Raw,Rn,pearson,0.9271647817240984,Hourly,subset_2,S2
LUZ DEL NORTE,Raw,Rn,pearson,0.6436310561206091,Hourly,all,All
MARIA ELENA FV,Raw,Rn,pearson,0.8412878476799511,Hourly,subset_1,S1
PAMPA SOLAR NORTE,Raw,Rn,pearson,0.6982679640768092,Hourly,all,All
PARQUE SOLAR CUZ CUZ,Raw,Rn,pearson,0.7979483491431641,Hourly,all,All
PARQUE SOLAR FINIS TERRAE,Raw,Rn,pearson,0.7739416355810836,Hourly,all,All
PARQUE SOLAR PAMPA CAMARONES,Raw,Rn,pearson,0.8155547449164579,Hourly,all,All
PFV LAGUNILLA,Raw,Rn,pearson,0.7649121734774689,Hourly,all,All
PFV LOS LOROS,Raw,Rn,pearson,0.8393502448103967,Hourly,all,All
PILOTO SOLAR CARDONES,Raw,Rn,pearson,0.6048493024209288,Hourly,subset_1,S1
PLANTA PV CERRO DOMINADOR,Raw,Rn,pearson,0.7642931255837191,Hourly,all,All
PMGD PICA PILOT,Raw,Rn,pearson,0.6389899845021616,Hourly,all,All
PUERTO SECO SOLAR,Raw,Rn,pearson,0.8291159620354692,Hourly,subset_1,S1
PV SALVADOR,Raw,Rn,pearson,0.7142265283036571,Hourly,all,All
QUILAPILUN,Raw,Rn,pearson,0.7647545475497655,Hourly,all,All
SAN FRANCISCO SOLAR,Raw,Rn,pearson,0.7647452973562128,Hourly,subset_1,S1
SANTA JULIA,Raw,Rn,pearson,0.7705304852441781,Hourly,subset_1,S1
SDGX01,Raw,Rn,pearson,0.8565416137179215,Hourly,all,All
SOL DEL NORTE,Raw,Rn,pearson,0.9253456556680432,Hourly,subset_2,S2
SOLAR ANTAY,Raw,Rn,pearson,0.9357287970691875,Hourly,all,All
SOLAR CHUCHINI,Raw,Rn,pearson,0.9185004987341636,Hourly,subset_1,S1
SOLAR DIEGO DE ALMAGRO,Raw,Rn,pearson,0.8049985185275343,Hourly,all,All
SOLAR EL AGUILA I,Raw,Rn,pearson,0.8898194573907491,Hourly,all,All
SOLAR EL ROMERO,Raw,Rn,pearson,0.7769115604905338,Hourly,all,All
SOLAR ESPERANZA,Raw,Rn,pearson,0.9080417841108293,Hourly,all,All
SOLAR HORMIGA,Raw,Rn,pearson,0.8411811096848033,Hourly,all,All
SOLAR JAMA 1,Raw,Rn,pearson,0.8153287787458513,Hourly,subset_1,S1
SOLAR JAMA 2,Raw,Rn,pearson,0.8162765127293126,Hourly,subset_1,S1
SOLAR JAVIERA,Raw,Rn,pearson,0.7263943355855943,Hourly,all,All
SOLAR LA SILLA,Raw,Rn,pearson,0.7649342079317288,Hourly,all,All
SOLAR LAS TERRAZAS,Raw,Rn,pearson,0.6989106009561671,Hourly,all,All
SOLAR LLANO DE LLAMPOS,Raw,Rn,pearson,0.7829884898997361,Hourly,all,All
SOLAR PSF LOMAS COLORADAS,Raw,Rn,pearson,0.9302194695803973,Hourly,subset_2,S2
SOLAR SAN ANDRES,Raw,Rn,pearson,0.6962794138492849,Hourly,all,All
SOLAR SANTA CECILIA,Raw,Rn,pearson,0.9074462417310956,Hourly,subset_2,S2
SOLAR TECHOS ALTAMIRA,Raw,Rn,pearson,0.5531631808591856,Hourly,all,All
SPS LA HUAYCA,Raw,Rn,pearson,0.9668276716531164,Hourly,subset_2,S2
TAMBO REAL,Raw,Rn,pearson,0.7314470555260291,Hourly,all,All
TILTIL SOLAR,Raw,Rn,pearson,0.7814442426666607,Hourly,subset_1,S1
URIBE SOLAR,Raw,Rn,pearson,0.8213991543362024,Hourly,subset_1,S1
VALLE DE LA LUNA II,Raw,Rn,pearson,0.7892524711287516,Hourly,subset_1,S1
ANDES SOLAR,Raw,Rn,mbe,-0.03364286193778615,Hourly,subset_1,S1
BELLAVISTA,Raw,Rn,mbe,0.08343565612881905,Hourly,all,All
CARRERA PINTO ETAPA I,Raw,Rn,mbe,0.09980527458660522,Hourly,all,All
CHANARES,Raw,Rn,mbe,0.04459067733926155,Hourly,all,All
CONEJO SOLAR,Raw,Rn,mbe,0.002548986196618736,Hourly,all,All
CORDILLERILLA,Raw,Rn,mbe,0.01988673721318513,Hourly,all,All
EL DIVISADERO,Raw,Rn,mbe,-0.12099200430357147,Hourly,all,All
FV BOLERO,Raw,Rn,mbe,-0.03326239752504838,Hourly,all,All
LA CHAPEANA,Raw,Rn,mbe,-0.007122844013466448,Hourly,subset_1,S1
LA QUINTA SOLAR,Raw,Rn,mbe,-0.028896031156553075,Hourly,subset_1,S1
LALACKAMA,Raw,Rn,mbe,-0.002623045254998732,Hourly,subset_1,S1
LALACKAMA 2,Raw,Rn,mbe,0.004623923452369461,Hourly,subset_1,S1
LAS ARAUCARIAS,Raw,Rn,mbe,0.11031913766401401,Hourly,subset_1,S1
LAS MOLLACAS,Raw,Rn,mbe,0.049628462594722436,Hourly,subset_2,S2
LAS TURCAS,Raw,Rn,mbe,-0.038328007029788384,Hourly,all,All
LOS PUQUIOS,Raw,Rn,mbe,0.11234637632744833,Hourly,all,All
LUNA DEL NORTE,Raw,Rn,mbe,0.05025231548246501,Hourly,subset_2,S2
LUZ DEL NORTE,Raw,Rn,mbe,0.029179025841990145,Hourly,all,All
MARIA ELENA FV,Raw,Rn,mbe,-0.10450742119370378,Hourly,subset_1,S1
PAMPA SOLAR NORTE,Raw,Rn,mbe,-0.02697439243086014,Hourly,all,All
PARQUE SOLAR CUZ CUZ,Raw,Rn,mbe,0.02504929340663897,Hourly,all,All
PARQUE SOLAR FINIS TERRAE,Raw,Rn,mbe,-0.030397746406099706,Hourly,all,All
PARQUE SOLAR PAMPA CAMARONES,Raw,Rn,mbe,-0.06967720801382354,Hourly,all,All
PFV LAGUNILLA,Raw,Rn,mbe,-0.03762230981786991,Hourly,all,All
PFV LOS LOROS,Raw,Rn,mbe,0.09191056462866576,Hourly,all,All
PILOTO SOLAR CARDONES,Raw,Rn,mbe,0.16342356369691982,Hourly,subset_1,S1
PLANTA PV CERRO DOMINADOR,Raw,Rn,mbe,-0.07456996446968067,Hourly,all,All
PMGD PICA PILOT,Raw,Rn,mbe,0.35595086337369763,Hourly,all,All
PUERTO SECO SOLAR,Raw,Rn,mbe,-0.18377766680813565,Hourly,subset_1,S1
PV SALVADOR,Raw,Rn,mbe,-0.023792779580014443,Hourly,all,All
QUILAPILUN,Raw,Rn,mbe,0.05758690418909696,Hourly,all,All
SAN FRANCISCO SOLAR,Raw,Rn,mbe,-0.02567959913347616,Hourly,subset_1,S1
SANTA JULIA,Raw,Rn,mbe,-0.028987275820970337,Hourly,subset_1,S1
SDGX01,Raw,Rn,mbe,0.026770612353771997,Hourly,all,All
SOL DEL NORTE,Raw,Rn,mbe,0.04676007869850456,Hourly,subset_2,S2
SOLAR ANTAY,Raw,Rn,mbe,-0.0737967660519065,Hourly,all,All
SOLAR CHUCHINI,Raw,Rn,mbe,0.06402424601287098,Hourly,subset_1,S1
SOLAR DIEGO DE ALMAGRO,Raw,Rn,mbe,0.12842621814237504,Hourly,all,All
SOLAR EL AGUILA I,Raw,Rn,mbe,0.0592150026799732,Hourly,all,All
SOLAR EL ROMERO,Raw,Rn,mbe,0.14610033295192296,Hourly,all,All
SOLAR ESPERANZA,Raw,Rn,mbe,0.08920026231847572,Hourly,all,All
SOLAR HORMIGA,Raw,Rn,mbe,0.1045163432605149,Hourly,all,All
SOLAR JAMA 1,Raw,Rn,mbe,-0.12424738311078967,Hourly,subset_1,S1
SOLAR JAMA 2,Raw,Rn,mbe,-0.07950926322961542,Hourly,subset_1,S1
SOLAR JAVIERA,Raw,Rn,mbe,0.020677887629416948,Hourly,all,All
SOLAR LA SILLA,Raw,Rn,mbe,-0.023269349118456677,Hourly,all,All
SOLAR LAS TERRAZAS,Raw,Rn,mbe,0.07834946923690854,Hourly,all,All
SOLAR LLANO DE LLAMPOS,Raw,Rn,mbe,-0.052860496924813885,Hourly,all,All
SOLAR PSF LOMAS COLORADAS,Raw,Rn,mbe,0.041914827507447884,Hourly,subset_2,S2
SOLAR SAN ANDRES,Raw,Rn,mbe,0.09027783858564044,Hourly,all,All
SOLAR SANTA CECILIA,Raw,Rn,mbe,0.03484472454459064,Hourly,subset_2,S2
SOLAR TECHOS ALTAMIRA,Raw,Rn,mbe,0.1594196599020715,Hourly,all,All
SPS LA HUAYCA,Raw,Rn,mbe,0.006105972251746701,Hourly,subset_2,S2
TAMBO REAL,Raw,Rn,mbe,0.14472951533415174,Hourly,all,All
TILTIL SOLAR,Raw,Rn,mbe,-0.02148565301957736,Hourly,subset_1,S1
URIBE SOLAR,Raw,Rn,mbe,-0.15072131173088532,Hourly,subset_1,S1
VALLE DE LA LUNA II,Raw,Rn,mbe,-0.0054432051783860685,Hourly,subset_1,S1
ANDES SOLAR,Raw,Rn,rmse,0.19969073336296966,Hourly,subset_1,S1
BELLAVISTA,Raw,Rn,rmse,0.22420929055755787,Hourly,all,All
CARRERA PINTO ETAPA I,Raw,Rn,rmse,0.2903497085118491,Hourly,all,All
CHANARES,Raw,Rn,rmse,0.21836751178629946,Hourly,all,All
CONEJO SOLAR,Raw,Rn,rmse,0.25100297153023104,Hourly,all,All
CORDILLERILLA,Raw,Rn,rmse,0.21935702708934626,Hourly,all,All
EL DIVISADERO,Raw,Rn,rmse,0.2684264577657373,Hourly,all,All
FV BOLERO,Raw,Rn,rmse,0.20148246990596533,Hourly,all,All
LA CHAPEANA,Raw,Rn,rmse,0.21650822964484007,Hourly,subset_1,S1
LA QUINTA SOLAR,Raw,Rn,rmse,0.22391992239576156,Hourly,subset_1,S1
LALACKAMA,Raw,Rn,rmse,0.2307826922179605,Hourly,subset_1,S1
LALACKAMA 2,Raw,Rn,rmse,0.23517369430948706,Hourly,subset_1,S1
LAS ARAUCARIAS,Raw,Rn,rmse,0.21800273229982,Hourly,subset_1,S1
LAS MOLLACAS,Raw,Rn,rmse,0.17666516548962438,Hourly,subset_2,S2
LAS TURCAS,Raw,Rn,rmse,0.2428179825398468,Hourly,all,All
LOS PUQUIOS,Raw,Rn,rmse,0.20339807796523965,Hourly,all,All
LUNA DEL NORTE,Raw,Rn,rmse,0.12863044589508715,Hourly,subset_2,S2
LUZ DEL NORTE,Raw,Rn,rmse,0.2671215108515828,Hourly,all,All
MARIA ELENA FV,Raw,Rn,rmse,0.20584924184976836,Hourly,subset_1,S1
PAMPA SOLAR NORTE,Raw,Rn,rmse,0.25071320555117826,Hourly,all,All
PARQUE SOLAR CUZ CUZ,Raw,Rn,rmse,0.19552847406035007,Hourly,all,All
PARQUE SOLAR FINIS TERRAE,Raw,Rn,rmse,0.2200994684381468,Hourly,all,All
PARQUE SOLAR PAMPA CAMARONES,Raw,Rn,rmse,0.2015328627087782,Hourly,all,All
PFV LAGUNILLA,Raw,Rn,rmse,0.2256337007951209,Hourly,all,All
PFV LOS LOROS,Raw,Rn,rmse,0.20386784688633397,Hourly,all,All
PILOTO SOLAR CARDONES,Raw,Rn,rmse,0.2789671626654856,Hourly,subset_1,S1
PLANTA PV CERRO DOMINADOR,Raw,Rn,rmse,0.2324057876407273,Hourly,all,All
PMGD PICA PILOT,Raw,Rn,rmse,0.4307010976298761,Hourly,all,All
PUERTO SECO SOLAR,Raw,Rn,rmse,0.27280327577422364,Hourly,subset_1,S1
PV SALVADOR,Raw,Rn,rmse,0.2367480066246631,Hourly,all,All
QUILAPILUN,Raw,Rn,rmse,0.22416903521732687,Hourly,all,All
SAN FRANCISCO SOLAR,Raw,Rn,rmse,0.22705204920876074,Hourly,subset_1,S1
SANTA JULIA,Raw,Rn,rmse,0.21945276290202165,Hourly,subset_1,S1
SDGX01,Raw,Rn,rmse,0.16170818385980745,Hourly,all,All
SOL DEL NORTE,Raw,Rn,rmse,0.12958789692195685,Hourly,subset_2,S2
SOLAR ANTAY,Raw,Rn,rmse,0.1646416987529812,Hourly,all,All
SOLAR CHUCHINI,Raw,Rn,rmse,0.142401134958647,Hourly,subset_1,S1
SOLAR DIEGO DE ALMAGRO,Raw,Rn,rmse,0.22254032925114264,Hourly,all,All
SOLAR EL AGUILA I,Raw,Rn,rmse,0.15662161448978648,Hourly,all,All
SOLAR EL ROMERO,Raw,Rn,rmse,0.2494035559798771,Hourly,all,All
SOLAR ESPERANZA,Raw,Rn,rmse,0.15224401327558554,Hourly,all,All
SOLAR HORMIGA,Raw,Rn,rmse,0.20544622724098185,Hourly,all,All
SOLAR JAMA 1,Raw,Rn,rmse,0.2341920965654955,Hourly,subset_1,S1
SOLAR JAMA 2,Raw,Rn,rmse,0.2098386436215509,Hourly,subset_1,S1
SOLAR JAVIERA,Raw,Rn,rmse,0.22849430357944456,Hourly,all,All
SOLAR LA SILLA,Raw,Rn,rmse,0.2066485412161813,Hourly,all,All
SOLAR LAS TERRAZAS,Raw,Rn,rmse,0.26580613652994545,Hourly,all,All
SOLAR LLANO DE LLAMPOS,Raw,Rn,rmse,0.2100303597420736,Hourly,all,All
SOLAR PSF LOMAS COLORADAS,Raw,Rn,rmse,0.12253587825501035,Hourly,subset_2,S2
SOLAR SAN ANDRES,Raw,Rn,rmse,0.24977581901827395,Hourly,all,All
SOLAR SANTA CECILIA,Raw,Rn,rmse,0.13569490835164014,Hourly,subset_2,S2
SOLAR TECHOS ALTAMIRA,Raw,Rn,rmse,0.3174377885959523,Hourly,all,All
SPS LA HUAYCA,Raw,Rn,rmse,0.0807970690448146,Hourly,subset_2,S2
TAMBO REAL,Raw,Rn,rmse,0.2602870384918033,Hourly,all,All
TILTIL SOLAR,Raw,Rn,rmse,0.21592613123278512,Hourly,subset_1,S1
URIBE SOLAR,Raw,Rn,rmse,0.24960593639635464,Hourly,subset_1,S1
VALLE DE LA LUNA II,Raw,Rn,rmse,0.20898974784731206,Hourly,subset_1,S1
ANDES SOLAR,Raw,Rn,pearson,0.3856286434498915,Daily,subset_1,S1
BELLAVISTA,Raw,Rn,pearson,0.5213500342739028,Daily,all,All
CARRERA PINTO ETAPA I,Raw,Rn,pearson,0.2433138198739269,Daily,all,All
CHANARES,Raw,Rn,pearson,0.3214236822946765,Daily,all,All
CONEJO SOLAR,Raw,Rn,pearson,0.36733100071570735,Daily,all,All
CORDILLERILLA,Raw,Rn,pearson,0.6690333551688753,Daily,all,All
EL DIVISADERO,Raw,Rn,pearson,0.5608895840016079,Daily,all,All
FV BOLERO,Raw,Rn,pearson,0.36738785044619976,Daily,all,All
LA CHAPEANA,Raw,Rn,pearson,0.5768951906900358,Daily,subset_1,S1
LA QUINTA SOLAR,Raw,Rn,pearson,0.5170388856529814,Daily,subset_1,S1
LALACKAMA,Raw,Rn,pearson,0.4564610104029002,Daily,subset_1,S1
LALACKAMA 2,Raw,Rn,pearson,0.3978367279460339,Daily,subset_1,S1
LAS ARAUCARIAS,Raw,Rn,pearson,0.5883999221658479,Daily,subset_1,S1
LAS MOLLACAS,Raw,Rn,pearson,0.6167995091584048,Daily,subset_2,S2
LAS TURCAS,Raw,Rn,pearson,0.6333196577916564,Daily,all,All
LOS PUQUIOS,Raw,Rn,pearson,0.3428256655682996,Daily,all,All
LUNA DEL NORTE,Raw,Rn,pearson,0.7361101199554853,Daily,subset_2,S2
LUZ DEL NORTE,Raw,Rn,pearson,0.21973440372530248,Daily,all,All
MARIA ELENA FV,Raw,Rn,pearson,0.394774488579308,Daily,subset_1,S1
PAMPA SOLAR NORTE,Raw,Rn,pearson,0.35063421294373104,Daily,all,All
PARQUE SOLAR CUZ CUZ,Raw,Rn,pearson,0.606645190388866,Daily,all,All
PARQUE SOLAR FINIS TERRAE,Raw,Rn,pearson,0.29216503499921503,Daily,all,All
PARQUE SOLAR PAMPA CAMARONES,Raw,Rn,pearson,0.5187321464409169,Daily,all,All
PFV LAGUNILLA,Raw,Rn,pearson,0.5693127476272096,Daily,all,All
PFV LOS LOROS,Raw,Rn,pearson,0.8481656347326575,Daily,all,All
PILOTO SOLAR CARDONES,Raw,Rn,pearson,0.0835245376886503,Daily,subset_1,S1
PLANTA PV CERRO DOMINADOR,Raw,Rn,pearson,0.033507935293850405,Daily,all,All
PMGD PICA PILOT,Raw,Rn,pearson,0.19280150587289285,Daily,all,All
PUERTO SECO SOLAR,Raw,Rn,pearson,0.4162044104436808,Daily,subset_1,S1
PV SALVADOR,Raw,Rn,pearson,0.3659764377354546,Daily,all,All
QUILAPILUN,Raw,Rn,pearson,0.4803756251860928,Daily,all,All
SAN FRANCISCO SOLAR,Raw,Rn,pearson,0.5063746103466045,Daily,subset_1,S1
SANTA JULIA,Raw,Rn,pearson,0.6557639951861423,Daily,subset_1,S1
SDGX01,Raw,Rn,pearson,0.3972623577583472,Daily,all,All
SOL DEL NORTE,Raw,Rn,pearson,0.7200079437157783,Daily,subset_2,S2
SOLAR ANTAY,Raw,Rn,pearson,0.4354995331838051,Daily,all,All
